Fecha;Comprobante;Proveedor;Descripcion producto;Importe;Moneda;Gerencia;Tipocompra
5/9/2022;OC-00012020;Lo Bruno Automotores SA;AB263RL - PROVISION Y REEMPLAZO DE BATERIA X AGOTAMIENTO - SANTIAGO DEL ESTERO-FORD RANGER DC 4x4 XL 2.2L D--2017-8AFAR23J2HJ007296-;$ 32.315,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
6/9/2022;OC-00012024;CABALLITO CARS SA;AF287LB - SERVICE 10000 KM + ALIN ROT Y BAL + (INCLUIR FILTROS DE AA HABIT Y MOTOR) - BENAVIDEZ-NISSAN FRONTIER CD S 2.3 D 4X4 MT - CUPULA--2022-8ANBD33B6NL186772 -GARANTIA;$ 57.500,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
6/9/2022;OC-00012023;QUALITY TECH SRL;"Rack 19"" - 40 Unidades 660mm c/laterales de chapa, puerta delantera con vidrio y Cerradura";$ 2.272,38;Dólares;Gerencia de Operaciones Terrestres;Compras Menores
6/9/2022;OC-00012026;ESPA ELEC SRL;Reparación de fusionadora y cortadora INNO - GO Roque Saenz Peña;$ 756,25;Dólares;Gerencia de Operaciones Terrestres;Compras Menores
6/9/2022;OC-00012027;LAMBDA SOLUTION;Licenciamiento del sistema Lambda, incluye Software, Instalación y configuración, capacitación, soporte.;$ 52.562,40;Dólares;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso B
7/9/2022;OC-00012028;Hughes Network Systems;KITs HT2300 para Banda KU compuesto por: Terminales HT2300 Small Medium Enterprise Router, C, Ku & Ka Band only, BUC (block up converter) 3W-BUC-EKU-SG 3W BUC Ext Ku-Band (13.75-14.5 GHz),LNB (Low Noise block) LNB-UNIV-KU-SG Universal Ku-Band, PLL LNB with Internal +/- 25ppm Reference200 unidades de Antenas ANTL-KU-1.2-SKY-C1 1.2 metros EXT Ku-Band Linear antenna, Class 1, Type 122, Ac Power Supply,Ac Power Cord yUser Manual (English).  ;$ 110.332,00;Dólares;Subgerencia de Servicios de Transporte Audiovisual y Satelitales;Contratacion directa - Inciso F
7/9/2022;OC-00012030;CONCIBE SRL;Reparación de fisuras y pintura interior del centro Nacional de Datos;$ 941.029,10;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso A
7/9/2022;OC-00012031;CONCIBE SRL;Obra Oficinas nuevas Edificio Técnico, en la Estación Terrena Benavídez;$ 436.803,95;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso J
7/9/2022;OC-00012029;PUNTA BRAVA S.A.;AD404BU - PROVISION Y REEMPLAZO DE BATERIA X AGOTAMIENTO - BENAVIDEZ;$ 43.560,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
8/9/2022;OC-00012033;KYOTO AUTOMOTORES SA;AF217VT - SERVICE 30000 KM + ALIN ROT Y BAL - POSADAS-NISSAN FRONTIER CD S 2.3 D 4X4 MT - CUPULA--2022-8ANBD33B0NL168820-GARANTIA;$ 56.500,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
8/9/2022;OC-00012039;PABLO ELOY DONNET SA;AB973TT - REPARACIONES VARIAS SEGÚN ADJUNTO LUEGO DE DIAGNOSTICO GRAL EN TALLER OFICIAL - FORMOSA-FORD RANGER DC 4x4 XL 2.2L D--2017-8AFAR23K9JJ046658-;$ 1.543.938,99;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
8/9/2022;OC-00012040;Valls S.A. ALARI 3;Control Remoto;$ 298.930,50;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
8/9/2022;OC-00012041;3DC S.A.;Reconstrucción aérea de instalación contra incendio exterior;$ 1.167.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso A
8/9/2022;OC-00012035;AG NAUM S.A;AB973TV - DIAGNOSTICO ELECTRONICO - TUCUMAN;$ 12.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
8/9/2022;OC-00012036;La Esquina del Neumatico S.A.;AD803LX - CENTRADO DE LLANTA , BALANCEO, VALVULAS Y ALINEACION - BENAVIDEZ;$ 31.477,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
8/9/2022;OC-00012037;PUNTA BRAVA S.A.;AD888WE - PROVISION Y REEMPLAZO DE BATERIA POR AGOTAMIENTO - BENAVIDEZ;$ 41.140,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
8/9/2022;OC-00012038;RICO RUBEN DANIEL;AD404CP / AD404BU/BT - REVISION Y RECARGA DE MATAFUEGOS - BENAVIDEZ;$ 5.600,03;Pesos;Subgerencia de Servicios Corporativos y Logistica;
9/9/2022;OC-00012049;TECNORED SA;Comisionamiento;$ 40.436,02;Dólares;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso B
9/9/2022;OC-00012045;Bono Neumaticos SA;AC787ON - SERVICE 240000 KM + ALIN ROT Y BAL + LAVADO INTEGRAL + PROV Y REEMPLAZO DE LAMPARA DE POSICION, PATENTE Y GIRO TRASERO - CERES, SANTA FE-CHEVROLET S10 2.8TD 4X4 DC LT L17--2018-9BG148FK0JC447140-;$ 52.806,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
9/9/2022;OC-00012048;NG SOLUCIONES TECNOLOGICAS SRL;Ampliación orden de compra OC-000008193;$ 10.962.273,66;Pesos;Gerencia de Operaciones Terrestres;Licitacion Publica Nacional
9/9/2022;OC-00012044;MARMAQ Revisión Técnica Jurisdicción Nacional;MOU577 - VERIFICACION TECNICA VEHICULAR - BENAVIDEZ;$ 11.220,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
12/9/2022;OC-00012050;CAPUTO, RICARDO HORACIO;Participación en Evento Expo Técnica de Energías, Telecomunicaciones y Servicios 2022 (18va. Edición), 27 y 28 de Octubre;$ 441.650,00;Pesos;Gerencia de Relaciones Institucionales;Contratacion directa - Inciso B
12/9/2022;OC-00012053;ACERTIS S.A.;"Construcción de obra Civil Esperanza-Río Turbio con sus derivaciones y construcción de sitios. 	Itemizado obra.   	";$ 708.468.302,78;Pesos;Gerencia de Desarrollo de Red Terrestre;Licitacion Publica Nacional
12/9/2022;OC-00012055;MF CONSTRUCCIONES ELECTROMECANICAS SA;R1 MF CONSTRUCCIONES ELECTROMECANICAS S.A OC 11363;$ 2.655.267,54;Pesos;Subgerencia de Servicios Corporativos y Logistica;Licitacion Privada Nacional
13/9/2022;OC-00012056;MF CONSTRUCCIONES ELECTROMECANICAS SA;R1 de la OC 11466;$ 175.193,93;Pesos;;Licitacion Privada Nacional
13/9/2022;OC-00012058;CABALLITO CARS SA;AF287KZ - SERVICE 10000 KM + ALIN ROT Y BAL - BENAVIDEZ-NISSAN FRONTIER CD S 2.3 D 4X4 MT--2022-8ANBD33B8NL168824-GARANTIA;$ 60.500,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso E
13/9/2022;OC-00012059;Yacopini Inversora SA;AD888WA - SERVICE 70000 KM + ALIN ROT Y BAL - MENDOZA-TOYOTA HILUX 4X4 C/S DX 2.4 TDI 6 M/T--2019-8AJFB8CB7L1559168-GARANTIA;$ 43.500,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
13/9/2022;OC-00012057;GRUPO TAM  SRL;Carpetas Colgantes para legajos;$ 35.204,40;Pesos;Subgerencia de Servicios Corporativos y Logistica;
14/9/2022;OC-00012062;REFRIGERACION ESCOBAR S.R.L.;Tapas ciegas de bronce 1/4” flare;$ 6.196,41;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
14/9/2022;OC-00012060;RED LOGISTICS CORP.;según pliego adjunto;$ 685,00;Dólares;Gerencia de Administracion y Finanzas;Compras Menores
14/9/2022;OC-00012061;CARGO NET LOGISTIC S.A.;Flete Internacional ;$ 1.694,91;Dólares;Gerencia de Administracion y Finanzas;Compras Menores
15/9/2022;OC-00012064;Instituto de Auditores Internos;Capacitación UAI - Programa Certificación CIA - Parte I s/ información adjunta;$ 77.962,00;Pesos;Subgerencia de RRHH y RSE;Contratacion directa - Inciso B
15/9/2022;OC-00012065;SMG LIFE  SEGUROS DE VIDA S A;Renovación de Seguro de Vida Colectivo Ley CT - ARSAT. Por el lapso de 12 (doce) meses.;$ 35.000,00;Pesos;Subgerencia de RRHH y RSE;Compras Menores
15/9/2022;OC-00012066;GOLDSTEIN AUTOMOTORES S.A.C.I.;AB973TS - SERVICE 140000 KM + ALIN ROT Y BAL - MENDOZA-FORD RANGER DC 4x4 XL 2.2L D--2017-8AFAR23K2JJ044623-GARANTIA;$ 48.390,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
15/9/2022;OC-00012067;Cristower SRL;OC R1 de OC 11364 - Cristower SRL;$ 3.609.191,41;Pesos;Subgerencia de Servicios Corporativos y Logistica;Licitacion Privada Nacional
15/9/2022;OC-00012068;CPS COMUNICACIONES METROTEL;ABONO MENSUAL - Regularización por Servicios Prestados Adeudados de OC-10118 (item 1) - Vínculo LAN Extension de 100 Mb - Config. Full Mesh - Simple Acometida - Av. Alvear 1690, CABA - (Jul-2022);$ 42.688,80;Pesos;Gerencia Comercial;Contratacion directa - Inciso B
15/9/2022;OC-00012071;CPS COMUNICACIONES METROTEL;ABONO MENSUAL - Renovación de OC-10119 / Item 15 - Enlace L2L de 1 Gbps entre Diagonal Norte 671 piso 2, CABA (RENAPER) y DC Hacienda (Balcarce 186 2° Subsuelo, CABA) - (Ago-2022 a Jun-2023);$ 801.128,90;Pesos;Gerencia Comercial;Contratacion directa - Inciso B
15/9/2022;OC-00012072;CPS COMUNICACIONES METROTEL;ABONO MENSUAL - Renovación de OC-10120 - Enlace L2L de 100 Mbps entre Av. Belgrano 347 Piso 8 Sala DC, CABA y DC ARSAT (Av. Gral. J.D. Perón 7934, Benavidez, Bs.As.) - (Ago-2022 a Jul-2023);$ 670.824,00;Pesos;Gerencia Comercial;Contratacion directa - Inciso B
15/9/2022;OC-00012069;Nacion Seguros S.A.;Endosos 1,2,3 y 4;$ 362,44;Pesos;Subgerencia de Servicios Corporativos y Logistica;
15/9/2022;OC-00012063;CABALLITO CARS SA;AF234XW - DUPLICADO DE LLAVE DE ENCENDIDO X EXTRAVIO - BENAVIDEZ;$ 44.890,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
16/9/2022;OC-00012080;ENERGIA DE ENTRE RIOS SOCIEDAD ANONIMA (ENERSA);Contratación para Mantenimiento REFEFO ANEXO B provincia Entre Ríos;$ 5.188.306,63;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso K
16/9/2022;OC-00012082;LA RIOJA TELECOMUNICACIONES SAPEM;Contratación para Mantenimiento REFEFO ANEXO B provincia La Rioja.;$ 1.927.856,21;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso K
16/9/2022;OC-00012084;NEUTICS S.A.P.E.M.;Contratación para Mantenimiento REFEFO ANEXO B provincia Neuquén.;$ 15.373.668,80;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso K
16/9/2022;OC-00012088;TECNORED SA;Relevamiento;$ 2.895,12;Dólares;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso B
16/9/2022;OC-00012090;AMIUN SA;AD803LR - SERVICE 110000 KM + ALIN ROT Y BAL - RECONQUISTA SANTA FE-TOYOTA HILUX 4X4 C/S DX 2.4 TDI 6 M/T--2019-8AJFB8CB2L1559207-GARANTIA;$ 48.400,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
16/9/2022;OC-00012087;Construcciones Electromecanicas Oeste S.A. - CEOSA;Reparaciones varias en Provincia de Buenos Aires;$ 7.088.934,93;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso B
16/9/2022;OC-00012083;NEUTICS S.A.P.E.M.;Contratación para Mantenimiento REFEFO ANEXO A provincia Neuquén.;$ 54.852.288,00;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso K
16/9/2022;OC-00012081;LA RIOJA TELECOMUNICACIONES SAPEM;Contratación para Mantenimiento REFEFO ANEXO A provincia La Rioja;$ 18.768.552,00;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso K
16/9/2022;OC-00012078;FIANI AUTOMOTORES SA;AF287KN - SERVICE 20000 KM + ALIN ROT Y BAL - SALTA-NISSAN FRONTIER CD S 2.3 D 4X4 MT--2022-8ANBD33B4NL195549 -GARANTIA;$ 52.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
16/9/2022;OC-00012079;ENERGIA DE ENTRE RIOS SOCIEDAD ANONIMA (ENERSA);Contratación para Mantenimiento REFEFO ANEXO A provincia Entre Ríos;$ 78.901.680,00;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso K
19/9/2022;OC-00012094;Tecnous SA;Reparación de OTDR JDSU MTS 8000 ,serie: 3158  para Mto de la REFEFO - GO MENDOZA - SGO SO;$ 2.435,73;Dólares;Gerencia de Operaciones Terrestres;Compras Menores
19/9/2022;OC-00012091;MF CONSTRUCCIONES ELECTROMECANICAS SA;Obra de reparación de cerco perimetral en EDT Frontera;$ 1.965.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
19/9/2022;OC-00012092;WODTCKE DAVID WALTER;Reparacion Cerco Perimetral;$ 78.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
19/9/2022;OC-00012095;ORMELLO CRISTINA BEATRIZ - VIDRIERIA SAN JORGE;Por colocación y provisión de 1 vidrio laminado 4+4 incoloro que mide 1800x730 Con 3 unidades de bisagra de bronce platinado, tirador de manija y burlete;$ 173.900,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
19/9/2022;OC-00012098;DESTEFANO NORA EDITH - NEUMATICOS CENTRO;CUBIERTA 245 70 R16 RR A/T SERIE 4 MARCA FATE;$ 1.199.216,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
19/9/2022;OC-00012099;CABALLITO CARS SA;AF287KL - SERVICE 10000 KM + FILTRO AIRE HABITACULO Y MOTOR + ALIN ROT Y BAL - BENAVIDEZ-NISSAN FRONTIER CD S 2.3 D 4X4 MT--2022-8ANBD33B5NL158316 -GARANTIA;$ 60.500,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
19/9/2022;OC-00012101;Martinez Neumaticos S.R.L. - Martinez Neumaticos;AC787OW - PROVISION Y REEMPLAZO DE AMORT DEL + BUJES Y BIELETAS DE BARRA ESTAB + GUARDAPOLVO JUNTA HOM IZQ + PASTILLAS DE FRENO + ALIN Y BAL + CORRECCION DE COMBA - SALTA-CHEVROLET S10 2.8TD 4X4 DC LT L17--2018-9BG148FK0JC446459-;$ 103.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
19/9/2022;OC-00012096;Nacion Seguros S.A.;Endoso 1 ;$ 106,01;Dólares;Subgerencia de Servicios Corporativos y Logistica;
19/9/2022;OC-00012097;Nacion Seguros S.A.;Endoso 5;$ 61,83;Dólares;Subgerencia de Servicios Corporativos y Logistica;
20/9/2022;OC-00012105;SURISAN SA;AF234YJ - SERVICE 30000 KM + ALIN ROT Y BAL - COMODORO RIVADAVIA-NISSAN FRONTIER CD S 2.3 D 4X4 MT - CUPULA--2022-8ANBD33B3NL168875-GARANTIA;$ 72.634,25;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
20/9/2022;OC-00012102;ROYAL VENDING S.A.;Azucar sobres;$ 35.940,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
20/9/2022;OC-00012103;ECOBAT S.R.L;Agosto - Septiembre;$ 31.460,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
20/9/2022;OC-00012104;MOTORES ELECTROMECANICA ATLAS S.A.;Reparación 18230: Bobinado, rulemanes $29800+ IVA;$ 36.058,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
21/9/2022;OC-00012108;TECNORED CHILE SPA;Hardware;$ 19.562,96;Dólares;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso B
21/9/2022;OC-00012106;SERVICIOS MECANICOS SRL;AF234XX - SERVICE 20000 KM + ALIN ROT Y BAL - FORMOSA-NISSAN FRONTIER CD S 2.3 D 4X4 MT --2022-8ANBD33B1NL158281-GARANTIA;$ 107.600,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
21/9/2022;OC-00012107;NIX SA;AF287KQ - SERVICE 10000 KM + ALIN ROT Y BAL - CORDOBA-NISSAN FRONTIER CD S 2.3 D 4X4 MT--2022-8ANBD33B3NL168813 -GARANTIA;$ 50.493,99;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
22/9/2022;OC-00012109;AG NAUM S.A;AB973TV - DISTRIBUCION COMPLETA (VER PRESUPUESTO ADJUNTO) - TUCUMAN-FORD RANGER DC 4x4 XL 2.2L D--2017-8AFAR23K1JJ046671-;$ 206.135,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
22/9/2022;OC-00012110;AG NAUM S.A;AB973TV - PROVISION Y REEMPLAZO DE VALVULA DE VAPOR DE COMBUSTIBLE (PRESUPUESTO ADJUNTO) - TUCUMAN-FORD RANGER DC 4x4 XL 2.2L D--2017-8AFAR23K1JJ046671-;$ 89.560,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
22/9/2022;OC-00012111;INVAP S.E.;Servicios relacionados al soporte técnico en órbita   - Redeterminación 4 / OC-00010785;$ 1.130.790,06;Pesos;Gerencia de Administracion y Finanzas;
22/9/2022;OC-00012112;TOMOL S.R.L.;"Confeccionados en Eucaliptus Saligna medidas	1000mm (A) x 1200mm (B) ";$ 1.523.753,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
22/9/2022;OC-00012114;Ibercom Multicom SA;Conexión Data Center de EdgeConnex en la localidad de Fátima;$ 25.194.944,64;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso I
22/9/2022;OC-00012115;BORGO JORGE OSCAR;OEF944 - TRABAJOS ADICIONALES SURGIDOS DE LA OC 11986 - CONCORDIA-TOYOTA HILUX L/12 2.5 DC 4x4 TD DX PACK--2014-8AJFR22G7E4570484-;$ 115.740,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
22/9/2022;OC-00012116;Gonzalez Automoviles SA;AC787OP - REPARACION AIRE ACONDICIONADO - MISIONES-CHEVROLET S10 2.8TD 4X4 DC LT L17--2018-9BG148FK0JC447062-;$ 45.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
23/9/2022;OC-00012119;VELAZQUEZ JONATAN JAVIER (JN PROYECTOS);Reparación del cerco perimetral del Nodo san Miguel del Monte;$ 145.200,00;Pesos;Gerencia de Operaciones Terrestres;Compras Menores
23/9/2022;OC-00012120;G7 SOLUCIONES INTEGRALES S.R.L; R2 Serv Comedor G7 Soluciones Integrales;$ 13.017.713,36;Pesos;Subgerencia de Servicios Corporativos y Logistica;Licitacion Publica Nacional
23/9/2022;OC-00012121;G7 SOLUCIONES INTEGRALES S.R.L;OC - R3 Serv Comedor G7 Soluciones Integrales;$ 21.193.815,52;Pesos;Subgerencia de Servicios Corporativos y Logistica;Licitacion Publica Nacional
23/9/2022;OC-00012122;TRUMAW SRL;Ampliación OC 11223 ;$ 690.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
23/9/2022;OC-00012123;DIGITAL MED S.A.;Acometida EDT San Antonio OESTE ;$ 1.503.130,61;Pesos;Gerencia de Operaciones Terrestres;Compras Menores
23/9/2022;OC-00012124;NIX SA;AF217VU - SERVICE 20000 KM + ALIN ROT Y BAL - CORDOBA-NISSAN FRONTIER CD S 2.3 D 4X4 MT --2022-8ANBD33B0NL168817-GARANTIA;$ 62.163,99;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
23/9/2022;OC-00012126;DIGITAL MED S.A.;Acometida EDT Santiago del Estero;$ 817.036,66;Pesos;Gerencia de Operaciones Terrestres;Compras Menores
23/9/2022;OC-00012127;DIGITAL MED S.A.;Acometida EDT San Juan ;$ 9.087.091,35;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso A
23/9/2022;OC-00012129;PREBECON S.R.L.;Compra de 50 módulos reductores de velocidad para colocar en posiciones de estacionamiento en ETB;$ 473.565,57;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
23/9/2022;OC-00012130;CPS COMUNICACIONES METROTEL;ABONO MENSUAL - Regularización por Servicios Prestados Adeudados de OC-10304 (Item 1 de OC-4310) - L2L de 50 Mb entre Av. Pte. Julio A. Roca 782 Piso 5, CABA y DC ARSAT (Av. Gral. J.D. Perón 7934, Benavidez, Bs.As.) - (Ago-2022);$ 35.743,40;Pesos;Gerencia Comercial;Contratacion directa - Inciso B
23/9/2022;OC-00012131;MBG COMERCIAL S.R.L;Cajas 20x20x30 cm;$ 59.628,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
26/9/2022;OC-00012137;Servicio Satelital S.A.;CONSUMO EXCEDENTE - Renovación de OC-10227 - Cargos Variables para llamadas salientes (Local y/o LDN, para cualquier destino: Fijo y/o Móvil) por consumos mensuales que excedan los 300 minutos libres por línea (líneas VOIP sobre VSAT en Los Adobes, Los Gigantes y Don Otto) - Precio por minuto excedente: $ 1,21 (en Pesos. IVA incluido) // OC abierta sin monto comprometido.;$ 3.000,00;Pesos;Gerencia Comercial;Contratacion directa - Inciso B
26/9/2022;OC-00012134;AIKA SA;AF217VS - SERVICE 20000 KM + ALIN ROT Y BAL - NEUQUEN-NISSAN FRONTIER CD S 2.3 D 4X4 MT - CUPULA--2022-8ANBD33B2NL168821-GARANTIA;$ 71.250,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
26/9/2022;OC-00012135;IOMAQ SA;Juego llaves fijas aisladas 6 piezas: 10 mm, 12 mm, 13 mm, 14 mm, 17 mm, 19 mm;$ 156.000,00;Pesos;Gerencia de Operaciones Terrestres;Compras Menores
26/9/2022;OC-00012136;Servicio Satelital S.A.;ABONO MENSUAL - Regularización por Servicios Prestados Adeudados de OC-10226 - Servicio VOIP de línea sobre VSAT en Campamento Los Adobes, Prov. de Chubut - Incluye 300 minutos libres para llamadas salientes (Local y/o LDN, para cualquier destino: Fijo y/o Móvil) - (Jul-2022);$ 1.089,00;Pesos;Gerencia Comercial;Contratacion directa - Inciso B
27/9/2022;OC-00012139;CARGO NET LOGISTIC S.A.;Solicitud para Flete Internacional de la OC 11661;$ 1.500,00;Dólares;Gerencia de Administracion y Finanzas;Compras Menores
28/9/2022;OC-00012141;Carlos Vicente De Chiara  Taller Carlitos;AD027DQ - CAMBIO DE FRENO DE SINCRONIZADO DE 3RA MARCHA CON MANO DE OBRA - BENAVIDEZ-PEUGEOT PARTNER FURGON CONFORT 1.6 2P-708414 111509 112 09-2018-8AEGC9HPAJG530386-;$ 90.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
28/9/2022;OC-00012142;Carlos Vicente De Chiara  Taller Carlitos;AD072IB - EMBRAGUE COMPLETO + CAMBIO DE FRENO DE SINCRONIZADO DE 3RA MARCHA CON MANO DE OBRA - BENAVIDEZ-PEUGEOT PARTNER FURGON CONFORT 1.6 2P-708414 111509 124 05-2018-8AEGC9HPAJG530636-;$ 170.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
28/9/2022;OC-00012143;Nacion Seguros S.A.; SEGURO CONTRA INCENDIO ;$ 739,20;Dólares;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso K
28/9/2022;OC-00012144;ESPA ELEC SRL;Reparación de Microscopio de FO marca Shinewaytech , modelo OCI20BNW, S/N W902F5192,  del GO Río IV ( Córdoba ) – SGO Centro;$ 165,43;Dólares;Gerencia de Operaciones Terrestres;
28/9/2022;OC-00012145;Fernandez Carlos Alberto - Imprenta Big Ben;talonarios para GO ;$ 11.132,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
29/9/2022;OC-00012146;Martinez Neumaticos S.R.L. - Martinez Neumaticos;AC856ZC - PROVISION Y REEMPLAZO DE AMORTIGUADORES DEL + BUJES DE PARRILLA SUP + ALIN ROT Y BAL - SALTA-CHEVROLET S10 2.8TD 4X4 DC LT L17--2018-9BG148FK0JC447153-;$ 103.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
29/9/2022;OC-00012147;RUILARSA SRL;Conexión Data Center de EdgeConnex en la localidad de Fátima;$ 27.504.908,25;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso I
29/9/2022;OC-00012149;BRI BROKERS S.A.;ASESORAMIEMTO SE ADJUNTA PROPUESTA ;$ 7.260.000,00;Pesos;Gerencia de Administracion y Finanzas;Contratacion directa - Inciso A
30/9/2022;OC-00012150;CABALLITO CARS SA;AF287KG / AF234XZ / AF287KH - REPOSICION E INSTALACION DE ANTIRROBO DE RUEDA DE AUXILIO - BENAVIDEZ-NISSAN FRONTIER CD S 2.3 D 4X4 MT--2022-8ANBD33B2NL204233 -GARANTIA;$ 75.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
30/9/2022;OC-00012151;CABALLITO CARS SA;AF287KF - SERVICE 20000 KM + ALIN ROT Y BAL - BENAVIDEZ-NISSAN FRONTIER CD S 2.3 D 4X4 MT--2022-8ANBD33B6NL158292 -GARANTIA;$ 60.500,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
30/9/2022;OC-00012152;CONCIBE SRL;Obra Oficinas nuevas Edificio Técnico, en la Estación Terrena Benavídez;$ 840.410,72;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso J
30/9/2022;OC-00012153;MARTELLO ROSA INES ( TIO CHAPA );LZH626 / LZH625/ NFC599 - GRABADO DE CRISTALES - BENAVIDEZ;$ 10.800,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
3/10/2022;OC-00012154;Grupo Convergencia S.A.;Carriers Map Day 2022;$ 2.783,00;Dólares;Gerencia de Relaciones Institucionales;Contratacion directa - Inciso H
3/10/2022;OC-00012159;VEGA CARLA JULIETA;Heladera con freezer no Frost (1.80 de alto aprox, por 60 cms de ancho y 65 cms de  profundidad). Color gris.;$ 189.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
3/10/2022;OC-00012157;FERNANDEZ, EMMANUEL;AC856ZE - LIMPIEZA DE TAPIZADOS - BENAVIDEZ;$ 5.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
4/10/2022;OC-00012174;CPS COMUNICACIONES METROTEL;ABONO MENSUAL - Alta de Servicio - Enlace L2L de 2 Gbps de capacidad inicial entre Av. Leandro N. Alem 650 piso 9, CABA y DC ARSAT (Av. Gral. J.D. Perón 7934, Benavidez, Bs.As.) - Contratación a 2 meses desde la fecha de aceptación técnica del servicio - Plazo de implementación: 20 días corridos desde la fecha de emisión de la OC.;$ 2.904,00;Dólares;Gerencia Comercial;Compras Menores
4/10/2022;OC-00012165;Nacion Seguros S.A.;Seguro contra incendio Deposito Pacheco (OCTUBRE  A FEBRERO 23);$ 782,76;Dólares;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso K
